tick:2.08333333
time - show - note

0,1,60,
240,0,60,
240,1,64,
480,0,64,
480,1,67,
720,0,67,
720,1,60
960,0,60,
960,1,60,
1200,0,60,
1200,1,64,
1440,0,64,
1440,1,67,
1680,0,67,
1680,1,60,
1920,0,60,
1920,1,62,
2160,0,62,
2160,1,65,
2400,0,65,
2400,1,69,
2640,0,69,
2640,1,62,
2880,0,62,
2880,1,62,
3120,0,62,
3120,1,65,
3360,0,65,
3360,1,69,
3600,0,69,
3600,1,62,
3840,0,62,
3840,1,62,
4080,0,62,
4080,1,65,
4320,0,65,
4320,1,69,
4560,0,69,
4560,1,62,
4800,0,62,
4800,1,62,
5040,0,62,
5040,1,65,
5280,0,65,
5280,1,69,
5520,0,69,
5520,1,62,
5760,0,62,
5760,1,60,
6000,0,60,
6000,1,64,
6240,0,64,
6240,1,67,
6480,0,67,
6480,1,60,
6720,0,60,
6720,1,60,
6960,0,60,
6960,1,64,
7200,0,64,
7200,1,67,
7440,0,67,
7440,1,60,
7680,0,60,
7680,1,72,
7920,0,72,
7920,1,76,
8160,0,76,
8160,1,81,
8400,0,81,
8400,1,72,
8640,0,72,
8640,1,72,
8880,0,72,
8880,1,76,
9120,0,76,
9120,1,81,
9360,0,81,
9360,1,72,
9600,0,72,
9600,1,74,
9840,0,74,
9840,1,77,
10080,0,77,
10080,1,81,
10320,0,81,
10320,1,74,
10560,0,74,
10560,1,74,
10800,0,74,
10800,1,77,
11040,0,77,
11040,1,81,
11280,0,81,
11280,1,74,
11520,0,74,
11520,1,74,
11760,0,74,
11760,1,77,
12000,0,77,
12000,1,81,
12240,0,81,
12240,1,74,
12480,0,74,
12480,1,74,
12720,0,74,
12720,1,77,
12960,0,77,
12960,1,81,
13200,0,81,
13200,1,74,
13440,0,74,
13440,1,60,
13680,0,60,
13680,1,64,
13920,0,64,
13920,1,67,
14160,0,67,
14160,1,60,
14400,0,60,
14400,1,60,
14640,0,60,
14640,1,64,
14880,0,64,
14880,1,67,
15120,0,67,
15120,1,60,
15360,0,60,
15360,1,62,
15600,0,62,
15600,1,65,
15840,0,65,
15840,1,69,
16080,0,69,
16080,1,62,
16320,0,62,
16320,1,62,
16560,0,62,
16560,1,65,
16800,0,65,
16800,1,69,
17040,0,69,
17040,1,62,
17280,0,62,
17280,1,65,
17760,0,65,
18240,1,64,
18720,0,64,
18720,1,62,
19200,0,62,
19200,1,60,
21120,0,60,
21120,1,60,
21360,0,60,
21360,1,64,
21600,0,64,
21600,1,67,
21840,0,67,
21840,1,60,
22080,0,60,
22080,1,60,
22320,0,60,
22320,1,64,
22560,0,64,
22560,1,67,
22800,0,67,
22800,1,60,
23040,0,60,
23040,1,62,
23280,0,62,
23280,1,65,
23520,0,65,
23520,1,69,
23760,0,69,
23760,1,62,
24000,0,62,
24000,1,62,
24240,0,62,
24240,1,65,
24480,0,65,
24480,1,69,
24720,0,69,
24720,1,62,
24960,0,62,
24960,1,60,
25200,0,60,
25200,1,64,
25440,0,64,
25440,1,67,
25680,0,67,
25680,1,60,
25920,0,60,
25920,1,60,
26160,0,60,
26160,1,64,
26400,0,64,
26400,1,67,
26640,0,67,
26640,1,60,
26880,0,60,
26880,1,62,
27120,0,62,
27120,1,65,
27360,0,65,
27360,1,69,
27600,0,69,
27600,1,62,
27840,0,62,
27840,1,62,
28080,0,62,
28080,1,65,
28320,0,65,
28320,1,69,
28560,0,69,
28560,1,62,
28800,0,62,
28800,1,65,
29280,0,65,
29760,1,64,
30240,0,64,
30240,1,62,
30720,0,62,
30720,1,60,
32640,0,60
