tick:2.0833333333333
time - show - note

0,1,60,
900,0,60,
960,1,67,
1860,0,67,
1920,1,72,
3720,0,72,
3720,1,76,
3720,1,64,
3840,0,76,
3840,0,64,
3840,1,75,
3840,1,63,
5820,0,75,
5820,0,63,
7680,1,60,
8580,0,60,
8640,1,67,
9540,0,67,
9600,1,72,
11400,0,72,
11400,1,75,
11400,1,63,
11520,0,75,
11520,0,63,
11520,1,76,
11520,1,64,
13500,0,76,
13500,0,64,
15360,1,60,
16260,0,60,
16320,1,67,
17220,0,67,
17280,1,72,
19080,0,72,
19080,1,76,
19080,1,72,
19200,0,76,
19200,0,72,
19200,1,81,
19200,1,77,
21120,0,81,
21120,0,77,
21120,1,69,
21120,1,65,
21240,0,69,
21240,0,65,
21240,1,71,
21240,1,67,
21360,0,71,
21360,0,67,
21360,1,72,
21360,1,69,
22560,0,72,
22560,0,69,
22560,1,69,
22560,1,65,
23040,0,69,
23040,0,65,
23040,1,64,
23040,1,60,
23280,0,64,
23280,1,65,
23280,1,62,
23400,0,60,
23520,0,65,
23520,0,62,
23520,1,67,
23520,1,64,
24720,0,67,
24720,0,64,
24720,1,64,
24720,1,60,
24840,0,64,
24840,0,60,
24840,1,65,
24840,1,62,
24960,0,65,
24960,0,62,
24960,1,67,
24960,1,64,
25920,0,67,
25920,0,64,
25920,1,60,
26400,0,60,
26400,1,62,
26880,0,62,
26880,1,72,
26880,1,67,
30720,0,72,
30720,0,67
