tick:0.52083333333333
time-show-note

0,1,50,
1920,0,50,
2160,1,76,
2160,1,74,
2880,0,76,
3240,0,74,
6000,1,77,
6000,1,72,
6480,0,77,
6780,0,72,
7920,1,74,
7920,1,72,
9120,0,74,
9120,0,72,
9840,1,74,
9840,1,70,
11160,0,74,
11160,0,70,
13680,1,76,
13680,1,74,
14400,0,76,
14760,0,74,
17520,1,77,
17520,1,72,
18000,0,77,
18300,0,72,
19440,1,74,
19440,1,72,
20640,0,74,
20640,0,72,
21360,1,74,
21360,1,70,
22680,0,74,
22680,0,70,
25200,1,81,
25200,1,77,
25560,0,81,
25740,0,77,
29040,1,79,
29040,1,76,
29520,0,79,
30000,0,76,
30480,1,81,
30480,1,77,
30960,0,81,
31020,0,77,
31920,1,79,
31920,1,76,
32400,0,79,
32640,0,76,
33360,1,76,
34320,0,76,
34800,1,77,
34800,1,74,
35280,0,77,
35880,0,74,
36240,1,76,
37200,0,76,
44820,1,65,
45180,0,65,
45720,1,65,
46080,0,65,
46560,1,64,
46920,0,64,
47460,1,64,
47820,0,64,
50040,1,65,
50400,0,65,
50940,1,65,
51300,0,65,
51780,1,64,
52200,0,64,
52680,1,64,
53040,0,64,
55320,1,65,
55680,0,65,
56160,1,65,
56520,0,65,
57060,1,64,
57420,0,64,
57900,1,65,
59640,0,65,
59640,1,67,
61260,0,67,
61380,1,65,
61800,0,65,
62280,1,64,
64680,0,64,
65760,1,65,
66120,0,65,
66660,1,65,
67020,0,65,
67500,1,64,
67860,0,64,
68400,1,64,
68760,0,64,
70980,1,65,
71400,0,65,
71880,1,65,
72240,0,65,
72780,1,64,
73140,0,64,
73620,1,64,
73980,0,64,
76260,1,65,
76620,0,65,
77100,1,65,
77460,0,65,
78000,1,64,
78360,0,64,
78900,1,65,
80580,0,65,
80580,1,67,
82200,0,67,
82380,1,65,
82740,0,65,
83220,1,64,
85620,0,64,
86700,1,69,
87060,0,69,
87600,1,69,
87960,0,69,
88440,1,67,
88800,0,67,
89340,1,67,
89700,0,67,
91920,1,69,
92280,0,69,
92820,1,69,
93180,0,69,
93720,1,67,
94080,0,67,
94560,1,67,
94920,0,67,
97200,1,69,
97560,0,69,
98040,1,69,
98400,0,69,
98940,1,67,
99300,0,67,
99840,1,65,
101520,0,65,
102420,1,64,
104160,0,64,
104220,1,62,
106620,0,62,
107640,1,65,
108000,0,65,
108540,1,65,
108900,0,65,
109440,1,64,
109800,0,64,
110280,1,64,
110640,0,64,
112920,1,65,
113280,0,65,
113760,1,65,
114120,0,65,
114660,1,64,
115020,0,64,
115500,1,64,
115920,0,64,
118140,1,65,
118500,0,65,
119040,1,65,
119400,0,65,
119880,1,64,
120240,0,64,
120780,1,65,
122460,0,65,
122520,1,67,
124080,0,67,
124260,1,65,
124620,0,65,
125160,1,64,
127500,0,64,
128640,1,65,
129000,0,65,
129480,1,65,
129840,0,65,
130380,1,64,
130740,0,64,
131220,1,64,
131580,0,64,
133860,1,65,
134220,0,65,
134700,1,65,
135060,0,65,
135600,1,64,
135960,0,64,
136440,1,64,
136860,0,64,
139080,1,65,
139440,0,65,
139980,1,65,
140340,0,65,
140820,1,64,
