tick:0.718390804598
time - show - note

192,1,86,
232,1,86,
267,1,74,
285,1,74,
291,1,74,
329,1,74,
483,1,81,
518,1,81,
555,1,69,
567,1,69,
579,1,69,
603,1,69,
915,1,74,
950,1,74,
987,1,62,
999,1,62,
1011,1,62,
1035,1,62,
3072,1,86,
3107,1,86,
3144,1,74,
3156,1,74,
3168,1,74,
3192,1,74,
3216,1,81,
3240,1,81,
3264,1,83,
3288,1,83,
3312,1,84,
3336,1,84,
3360,1,83,
3384,1,83,
3408,1,84,
3432,1,84,
3456,1,86,
3480,1,86,
3504,1,84,
3528,1,84,
3552,1,83,
3576,1,83,
3600,1,81,
3624,1,81,
3648,1,82,
3672,1,82,
3696,1,81,
3720,1,81,
3744,1,79,
3768,1,79,
3792,1,77,
3816,1,77,
3840,1,76,
3864,1,76,
3888,1,74,
3912,1,74,
3936,1,73,
3960,1,73,
3984,1,74,
4008,1,74,
4032,1,76,
4056,1,76,
4080,1,74,
4104,1,74,
4128,1,73,
4152,1,73,
4176,1,74,
4200,1,74,
4224,1,69,
4248,1,69,
4272,1,81,
4296,1,81,
4320,1,81,
4344,1,81,
4368,1,81,
4392,1,81,
4416,1,88,
4440,1,88,
4464,1,88,
4488,1,88,
4512,1,88,
4536,1,88,
4560,1,88,
4584,1,88,
4608,1,88,
4632,1,88,
4656,1,88,
4680,1,88,
4704,1,88,
4728,1,88,
4752,1,81,
4776,1,81,
4800,1,81,
4824,1,81,
4848,1,81,
4872,1,81,
4896,1,81,
4920,1,81,
4944,1,81,
4968,1,81,
4992,1,81,
5016,1,81,
5040,1,81,
5064,1,81,
5088,1,82,
5112,1,82,
5136,1,81,
5160,1,81,
5184,1,79,
5208,1,79,
5232,1,77,
5256,1,77,
5280,1,76,
5304,1,76,
5328,1,74,
5352,1,74,
5376,1,77,
5400,1,77,
5424,1,76,
5448,1,76,
5472,1,74,
5496,1,74,
5520,1,72,
5544,1,72,
5568,1,71,
5592,1,71,
5616,1,69,
5640,1,69,
5664,1,68,
5688,1,68,
5712,1,69,
5736,1,69,
5760,1,71,
5784,1,71,
5808,1,69,
5832,1,69,
5856,1,68,
5880,1,68,
5904,1,69,
5928,1,69,
5952,1,73,
5976,1,73,
6000,1,74,
6024,1,74,
6048,1,76,
6072,1,76,
6096,1,77,
6120,1,77,
6144,1,79,
6168,1,79,
6192,1,81,
6216,1,81,
6240,1,82,
6264,1,82,
6288,1,81,
6312,1,81,
6336,1,79,
6360,1,79,
6384,1,77,
6408,1,77,
6432,1,76,
6456,1,76,
6480,1,74,
6504,1,74,
6528,1,73,
6552,1,73,
6576,1,74,
6600,1,74,
6624,1,76,
6648,1,76,
6672,1,74,
6696,1,74,
6720,1,73,
6744,1,73,
6768,1,74,
6792,1,74,
6816,1,73,
6840,1,73,
6864,1,74,
6888,1,74,
6912,1,76,
6936,1,76,
6960,1,74,
6984,1,74,
7008,1,73,
7032,1,73,
7056,1,74,
7080,1,74,
7104,1,73,
7128,1,73,
7152,1,74,
7176,1,74,
7200,1,76,
7224,1,76,
7248,1,74,
7272,1,74,
7296,1,73,
7320,1,73,
7344,1,74,
7368,1,74,
7392,1,76,
7416,1,76,
7440,1,77,
7464,1,77,
7488,1,79,
7512,1,79,
7536,1,77,
7560,1,77,
7584,1,76,
7608,1,76,
7632,1,77,
7656,1,77,
7680,1,76,
7704,1,76,
7728,1,77,
7752,1,77,
7776,1,79,
7800,1,79,
7824,1,77,
7848,1,77,
7872,1,76,
7896,1,76,
7920,1,77,
7944,1,77,
7968,1,76,
7992,1,76,
8016,1,77,
8040,1,77,
8064,1,79,
8088,1,79,
8112,1,81,
8147,1,81,
8184,1,69,
8196,1,69,
8208,1,69,
8232,1,69,
8256,1,62,
8261,1,69,
8264,1,81,
8280,1,62,
8285,1,69,
8288,1,81,
8330,1,69,
8342,1,69,
8354,1,69,
8378,1,69,
8402,1,74,
8426,1,74,
8450,1,76,
8474,1,76,
8498,1,77,
8522,1,77,
8546,1,76,
8570,1,76,
8594,1,77,
8618,1,77,
8642,1,79,
8666,1,79,
8690,1,77,
8714,1,77,
8738,1,76,
8762,1,76,
8786,1,74,
8810,1,74,
8834,1,82,
8858,1,82,
8882,1,81,
8906,1,81,
8930,1,79,
8954,1,79,
8978,1,77,
9002,1,77,
9026,1,76,
9050,1,76,
9074,1,74,
9098,1,74,
9122,1,73,
9146,1,73,
9170,1,74,
9194,1,74,
9218,1,76,
9242,1,76,
9266,1,74,
9290,1,74,
9314,1,73,
9338,1,73,
9362,1,74,
9386,1,74,
9410,1,82,
9434,1,82,
9458,1,81,
9482,1,81,
9506,1,79,
9530,1,79,
9554,1,77,
9578,1,77,
9602,1,76,
9626,1,76,
9650,1,74,
9674,1,74,
9698,1,73,
9722,1,73,
9746,1,74,
9770,1,74,
9794,1,76,
9818,1,76,
9842,1,74,
9866,1,74,
9890,1,73,
9914,1,73,
9938,1,74,
9962,1,74,
9986,1,81,
10010,1,81,
10034,1,79,
10058,1,79,
10082,1,77,
10106,1,77,
10130,1,76,
10154,1,76,
10178,1,74,
10202,1,74,
10226,1,72,
10250,1,72,
10274,1,71,
10298,1,71,
10322,1,72,
10346,1,72,
10370,1,74,
10394,1,74,
10418,1,72,
10442,1,72,
10466,1,81,
10490,1,81,
10514,1,81,
10538,1,81,
10562,1,81,
10586,1,81,
10610,1,79,
10634,1,79,
10658,1,77,
10682,1,77,
10706,1,76,
10730,1,76,
10754,1,74,
10778,1,74,
10802,1,72,
10826,1,72,
10850,1,79,
10874,1,79,
10898,1,77,
10922,1,77,
10946,1,76,
10970,1,76,
10994,1,88,
11018,1,88,
11042,1,86,
11066,1,86,
11090,1,84,
11114,1,84,
11138,1,67,
11141,1,74,
11144,1,83,
11162,1,67,
11165,1,74,
11168,1,83,
11424,1,81,
11459,1,81,
11496,1,69,
11508,1,69,
11520,1,69,
11544,1,69,
11568,1,86,
11603,1,86,
11640,1,74,
11652,1,74,
11664,1,74,
11688,1,74,
11712,1,86,
11747,1,86,
11784,1,74,
11796,1,74,
11808,1,74,
11832,1,74,
11856,1,84,
11891,1,84,
11928,1,72,
11940,1,72,
11952,1,72,
11976,1,72,
12000,1,84,
12035,1,84,
12072,1,72,
12084,1,72,
12096,1,72,
12120,1,72,
12144,1,83,
12179,1,83,
12216,1,71,
12228,1,71,
12240,1,71,
12264,1,71,
12720,1,86,
12755,1,86,
12792,1,74,
12804,1,74,
12816,1,74,
12840,1,74,
12864,1,86,
12899,1,86,
12936,1,74,
12948,1,74,
12960,1,74,
12984,1,74,
