tick:1.25
time-show-note

0,1,45,
240,0,45,
960,1,52,
1200,0,52,
1920,1,45,
2160,0,45,
2880,1,52,
3120,0,52,
3840,1,45,
4080,0,45,
4800,1,52,
5040,0,52,
5760,1,45,
6000,0,45,
6720,1,52,
6960,0,52,
7680,1,45,
7920,0,45,
8640,1,50,
8880,0,50,
9600,1,43,
9840,0,43,
10560,1,48,
10800,0,48,
11520,1,50,
11760,0,50,
12480,1,52,
12720,0,52,
15360,1,45,
15600,0,45,
15840,1,61,
16080,0,61,
16320,1,50,
16560,0,50,
16800,1,62,
17040,0,62,
17280,1,43,
17520,0,43,
17760,1,59,
18000,0,59,
18240,1,48,
18480,0,48,
18720,1,60,
18960,0,60,
19200,1,50,
19440,0,50,
19680,1,62,
19920,0,62,
20160,1,52,
20400,0,52,
20640,1,60,
20880,0,60,
21120,1,41,
21600,0,41,
21600,1,40,
22080,0,40,
22080,1,45,
22560,0,45,
22560,1,33,
22800,0,33,
23700,1,72,
23860,0,72,
23860,1,69,
24020,0,69,
24500,1,71,
24660,0,71,
24660,1,68,
24820,0,68,
24820,1,64,
25000,0,64,
25600,1,72,
25760,0,72,
25760,1,69,
25920,0,69,
27500,1,72,
27660,0,72,
27660,1,69,
27820,0,69,
28320,1,71,
28480,0,71,
28480,1,68,
28640,0,68,
28640,1,64,
28800,0,64,
29460,1,72,
29620,0,72,
29620,1,69,
29800,0,69,
31600,1,73,
31680,0,73,
33520,1,71,
33600,0,71,
33760,1,72,
33840,0,72,
36220,1,72,
36300,0,72,
36400,1,69,
36460,1,71,
36480,0,69,
36570,0,71
