tick:2.5
time-show-note

0,1,56,
0,1,49,
160,0,56,
480,1,56,
640,0,56,
960,1,56,
1120,0,56,
1440,1,56,
1600,0,56,
1920,0,49,
1920,1,56,
1920,1,47,
2080,0,56,
2400,1,56,
2560,0,56,
2880,1,56,
3040,0,56,
3360,1,56,
3520,0,56,
3840,0,47,
3840,1,45,
4800,0,45,
4800,1,42,
5760,0,42,
5760,1,56,
5760,1,44,
5920,0,56,
6240,1,56,
6400,0,56,
6720,0,44,
6720,1,56,
6720,1,44,
6880,0,56,
7200,0,44,
7200,1,54,
7360,0,54,
7680,1,52,
7680,1,49,
7680,1,44,
7840,0,52,
7840,1,56,
8000,0,56,
8160,1,56,
8320,0,56,
8640,1,56,
8800,0,56,
9120,1,56,
9280,0,56,
9600,0,49,
9600,0,44,
9600,1,56,
9600,1,48,
9600,1,44,
9760,0,56,
10080,1,56,
10240,0,56,
10560,1,56,
10720,0,56,
11040,1,56,
11200,0,56,
11520,0,48,
11520,0,44,
11520,1,56,
11520,1,49,
11680,0,56,
12000,1,56,
12160,0,56,
12480,0,49,
12480,1,42,
13440,0,42,
13440,1,56,
13440,1,47,
13600,0,56,
13920,1,56,
14080,0,56,
14400,0,47,
14400,1,47,
15360,0,47,
15360,1,56,
15360,1,52,
15360,1,40,
15520,0,56,
15840,1,56,
16000,0,56,
16320,1,56,
16480,0,56,
16800,1,56,
16960,0,56,
17280,0,52,
17280,0,40,
17280,1,55,
17280,1,52,
17280,1,40,
17440,0,55,
17760,1,55,
17920,0,55,
18240,1,55,
18400,0,55,
18720,1,55,
18880,0,55,
19200,0,52,
19200,0,40,
19200,1,55,
19200,1,50,
19360,0,55,
19680,1,55,
19840,0,55,
20160,1,55,
20320,0,55,
20640,1,55,
20800,0,55,
21120,0,50,
21120,1,55,
21120,1,48,
21280,0,55,
21600,0,48,
21600,1,55,
21600,1,47,
21760,0,55,
22080,0,47,
22080,1,55,
22080,1,46,
22240,0,55,
22560,1,54,
22720,0,54,
23040,0,46,
23040,1,54,
23040,1,47,
23200,0,54,
23520,1,54,
23680,0,54,
